call_date,label,confidence,selected_outcome_cleaned,suggested_outcome_cleaned,outcome_cost,engineer_reported_symptom,sc_call_next_7d_flag,latest_selected_outcome_7d,bb_churn_next_30d,first_csg_call_reason,mot_wifi_status_any_red_prev_1wk,mot_unreliable_wifi_any_red_prev_1wk,mot_slow_wifi_any_red_prev_1wk,mot_poor_coverage_any_red_prev_1wk
2025-06-19,Unreliable Wi-Fi,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-06-19,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,0,BBTTE,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband - Slow Speed,0,BBTTE,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,1,BBTTE,0,Engineer Support Call,0,0,0,0
2025-06-19,Other,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Installation,0,BBTTE,0,,0,0,0,0
2025-06-19,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,0,BBTTE,0,,0,0,0,0
2025-06-19,Wi-Fi Status,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,1,BBTTE,0,Manage Visit,0,0,0,0
2025-06-19,Unreliable Wi-Fi,10,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-06-19,Poor Coverage,10,BBTTE,MANAGE_EXPECTATIONS,69,TT Optimisation,0,BBTTE,0,,0,0,0,0
2025-06-19,Wi-Fi Status,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,0,BBTTE,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,0,BBTTE,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,10,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband - Slow Speed,0,BBTTE,0,,0,0,0,0
2025-06-19,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,1,BBTTE,0,Solid Amber Light,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-06-19,Wi-Fi Status,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,1,,0,0,0,0
2025-06-19,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-06-19,Wi-Fi Status,9,BBTTE,CONFIRM_RESOLVED,69,TT Q - As Is,0,BBTTE,0,,0,0,0,0
2025-06-19,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,1,BBTTE,0,Engineer Support Call,0,0,0,0
2025-06-19,Slow Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband - Slow Speed,0,BBTTE,0,,0,0,0,0
2025-06-19,Other,10,BBTTE,CONFIRM_RESOLVED,69,TT Talk - No Dial Tone,0,BBTTE,0,,0,0,0,0
2025-06-19,Other,10,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-06-19,Wi-Fi Status,9,BBTTE,CONFIRM_RESOLVED,69,TT Q - As Is,0,REPLACE_HUB,0,,0,0,0,0
2025-06-19,Other,10,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband - No Sync,0,BBTTE,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-06-19,Wi-Fi Status,9,BBTTE,CONFIRM_RESOLVED,69,TT Q - As Is,0,BBTTE,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,1,BBTTE,0,Connectivity,0,0,0,0
2025-06-19,Wi-Fi Status,9,BBTTE,CONFIRM_RESOLVED,69,TT Q - As Is,0,BBTTE,0,,0,0,0,0
2025-06-19,Unclear,3,BBTTE,CONFIRM_RESOLVED,69,TT Q - As Is,0,BBTTE,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-06-19,Poor Coverage,10,BBTTE,MANAGE_EXPECTATIONS,69,TT WiFi Guarantee,0,BBTTE,0,,0,0,0,0
2025-06-19,Wi-Fi Status,10,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband - No Sync,0,BBTTE,0,,0,0,0,0
2025-06-19,Poor Coverage,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-06-19,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-06-19,Other,10,BBTTE,MANAGE_EXPECTATIONS,69,TT Talk - No Dial Tone,0,BBTTE,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,10,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,10,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Poor Coverage,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Poor Coverage,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Poor Coverage,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,10,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Poor Coverage,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Wi-Fi Status,10,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Wi-Fi Status,10,BOOK_WIFI_GUARANTEE_VISIT,CONFIRM_RESOLVED,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,10,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Poor Coverage,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BOOK_WIFI_GUARANTEE_VISIT,CONFIRM_RESOLVED,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Other,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Poor Coverage,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,8,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Poor Coverage,10,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Poor Coverage,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,10,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Poor Coverage,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Poor Coverage,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,ISSUE_BOOSTER,0,,0,0,0,0
2025-06-19,Other,9,BOOK_WIFI_GUARANTEE_VISIT,REPLACE_HUB,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Poor Coverage,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,10,BOOK_WIFI_GUARANTEE_VISIT,CONFIRM_RESOLVED,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,REPLACE_HUB,0,,0,0,0,0
2025-06-19,Slow Wi-Fi,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Poor Coverage,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Poor Coverage,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Poor Coverage,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BOOK_WIFI_GUARANTEE_VISIT,CONFIRM_RESOLVED,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BOOK_WIFI_GUARANTEE_VISIT,CONFIRM_RESOLVED,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Slow Wi-Fi,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,10,BOOK_WIFI_GUARANTEE_VISIT,CONFIRM_RESOLVED,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Poor Coverage,10,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Poor Coverage,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Poor Coverage,10,BOOK_WIFI_GUARANTEE_VISIT,CONFIRM_RESOLVED,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Poor Coverage,9,BOOK_WIFI_GUARANTEE_VISIT,CONFIRM_RESOLVED,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Slow Wi-Fi,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Poor Coverage,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,CONFIRM_RESOLVED,CONFIRM_RESOLVED,0,,0,CONFIRM_RESOLVED,0,,0,0,0,0
2025-06-19,Wi-Fi Status,10,CONFIRM_RESOLVED,CONFIRM_RESOLVED,0,,0,CONFIRM_RESOLVED,0,,0,0,0,0
2025-06-19,Slow Wi-Fi,9,CONFIRM_RESOLVED,CONFIRM_RESOLVED,0,,0,CONFIRM_RESOLVED,0,,0,0,0,0
2025-06-19,Wi-Fi Status,10,CONFIRM_RESOLVED,CONFIRM_RESOLVED,0,,1,CONFIRM_RESOLVED,0,Solid Amber Light,0,0,0,0
2025-06-19,Other,9,CONFIRM_RESOLVED,CONFIRM_RESOLVED,0,,0,CONFIRM_RESOLVED,0,,0,0,0,0
2025-06-19,Poor Coverage,10,CONFIRM_RESOLVED,CONFIRM_RESOLVED,0,,0,CONFIRM_RESOLVED,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,CONFIRM_RESOLVED,CONFIRM_RESOLVED,0,,0,CONFIRM_RESOLVED,0,,0,0,0,0
2025-06-19,Poor Coverage,9,CONFIRM_RESOLVED,CONFIRM_RESOLVED,0,,0,CONFIRM_RESOLVED,0,,0,0,0,0
2025-06-19,Wi-Fi Status,10,CONFIRM_RESOLVED,CONFIRM_RESOLVED,0,,0,CONFIRM_RESOLVED,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,9,CONFIRM_RESOLVED,CONFIRM_RESOLVED,0,,0,CONFIRM_RESOLVED,0,,0,0,0,0
2025-06-19,Unreliable Wi-Fi,8,CONFIRM_RESOLVED,CONFIRM_RESOLVED,0,,0,CONFIRM_RESOLVED,0,,0,0,0,0
2025-06-19,Other,10,CONFIRM_RESOLVED,CONFIRM_RESOLVED,0,,0,CONFIRM_RESOLVED,0,,0,0,0,0
2025-06-19,Other,9,CONFIRM_RESOLVED,CONFIRM_RESOLVED,0,,0,CONFIRM_RESOLVED,0,,0,0,0,0
2025-06-19,Other,10,CONFIRM_RESOLVED,CONFIRM_RESOLVED,0,,0,CONFIRM_RESOLVED,0,,0,0,0,0
